,date,state,fips,cases,deaths
2610,2020-04-19,Guam,66,808,6
2611,2020-04-19,Hawaii,15,574,10
2612,2020-04-19,Idaho,16,1581,45
2613,2020-04-19,Illinois,17,30357,1302
2614,2020-04-19,Indiana,18,11210,562
2615,2020-04-19,Iowa,19,2915,75
2616,2020-04-19,Kansas,20,1897,94
2617,2020-04-19,Kentucky,21,2960,149
2618,2020-04-19,Louisiana,22,23928,1296
2619,2020-04-19,Maine,23,867,34
2620,2020-04-19,Maryland,24,12892,548
2621,2020-04-19,Massachusetts,25,38077,1706
2622,2020-04-19,Michigan,26,31348,2389
2623,2020-04-19,Minnesota,27,2356,134
2624,2020-04-19,Mississippi,28,4274,159
2625,2020-04-19,Missouri,29,5667,196
2626,2020-04-19,Montana,30,433,10
2627,2020-04-19,Nebraska,31,1473,28
2628,2020-04-19,Nevada,32,3741,158
2629,2020-04-19,New Hampshire,33,1392,41
2630,2020-04-19,New Jersey,34,85301,4202
2631,2020-04-19,New Mexico,35,1845,55
2632,2020-04-19,New York,36,246741,17793
2633,2020-04-19,North Carolina,37,6493,183
2634,2020-04-19,North Dakota,38,585,10
2635,2020-04-19,Northern Mariana Islands,69,14,2
2636,2020-04-19,Ohio,39,11602,471
2637,2020-04-19,Oklahoma,40,2599,140
2638,2020-04-19,Oregon,41,1910,74
2639,2020-04-19,Pennsylvania,42,32992,1285
2640,2020-04-19,Puerto Rico,72,1213,41
2641,2020-04-19,Rhode Island,44,4706,150
2642,2020-04-19,South Carolina,45,4377,120
2643,2020-04-19,South Dakota,46,1635,7
2644,2020-04-19,Tennessee,47,6824,151
2645,2020-04-19,Texas,48,19441,503
2646,2020-04-19,Utah,49,3071,27
2647,2020-04-19,Vermont,50,812,36
2648,2020-04-19,Virgin Islands,78,53,3
2649,2020-04-19,Virginia,51,8536,277
2650,2020-04-19,Washington,53,11805,637
2651,2020-04-19,West Virginia,54,890,20
2652,2020-04-19,Wisconsin,55,4346,222
2653,2020-04-19,Wyoming,56,422,2
2654,2020-04-20,Alabama,1,5078,164
2655,2020-04-20,Alaska,2,319,7
2656,2020-04-20,Arizona,4,5064,191
2657,2020-04-20,Arkansas,5,1971,42
2658,2020-04-20,California,6,33862,1223
2659,2020-04-20,Colorado,8,10106,448
2660,2020-04-20,Connecticut,9,19815,1331
2661,2020-04-20,Delaware,10,2745,72
2662,2020-04-20,District of Columbia,11,2927,105
2663,2020-04-20,Florida,12,27050,822
2664,2020-04-20,Georgia,13,18447,767
2665,2020-04-20,Guam,66,811,6
2666,2020-04-20,Hawaii,15,578,10
2667,2020-04-20,Idaho,16,1638,48
2668,2020-04-20,Illinois,17,31508,1359
2669,2020-04-20,Indiana,18,11686,569
2670,2020-04-20,Iowa,19,3175,79
2671,2020-04-20,Kansas,20,2030,101
2672,2020-04-20,Kentucky,21,3050,155
2673,2020-04-20,Louisiana,22,24523,1328
2674,2020-04-20,Maine,23,875,35
2675,2020-04-20,Maryland,24,13750,582
2676,2020-04-20,Massachusetts,25,39643,1809
2677,2020-04-20,Michigan,26,31927,2466
2678,2020-04-20,Minnesota,27,2470,143
2679,2020-04-20,Mississippi,28,4512,169
2680,2020-04-20,Missouri,29,5807,201
2681,2020-04-20,Montana,30,433,12
2682,2020-04-20,Nebraska,31,1646,33
2683,2020-04-20,Nevada,32,3830,163
2684,2020-04-20,New Hampshire,33,1447,42
2685,2020-04-20,New Jersey,34,88806,4377
2686,2020-04-20,New Mexico,35,1971,58
2687,2020-04-20,New York,36,251608,18412
2688,2020-04-20,North Carolina,37,6764,187
2689,2020-04-20,North Dakota,38,627,13
2690,2020-04-20,Northern Mariana Islands,69,14,2
2691,2020-04-20,Ohio,39,12919,509
2692,2020-04-20,Oklahoma,40,2680,143
2693,2020-04-20,Oregon,41,1956,75
2694,2020-04-20,Pennsylvania,42,34005,1366
2695,2020-04-20,Puerto Rico,72,1252,42
2696,2020-04-20,Rhode Island,44,5090,155
2697,2020-04-20,South Carolina,45,4439,124
2698,2020-04-20,South Dakota,46,1685,7
2699,2020-04-20,Tennessee,47,6994,156
2700,2020-04-20,Texas,48,20035,523
2701,2020-04-20,Utah,49,3213,28
2702,2020-04-20,Vermont,50,816,37
2703,2020-04-20,Virgin Islands,78,54,3
2704,2020-04-20,Virginia,51,8989,300
2705,2020-04-20,Washington,53,12191,661
2706,2020-04-20,West Virginia,54,908,26
2707,2020-04-20,Wisconsin,55,4499,231
2708,2020-04-20,Wyoming,56,426,2
2709,2020-04-21,Alabama,1,5327,186
2710,2020-04-21,Alaska,2,327,7
2711,2020-04-21,Arizona,4,5251,213
2712,2020-04-21,Arkansas,5,2262,43
2713,2020-04-21,California,6,35844,1316
2714,2020-04-21,Colorado,8,10447,484
2715,2020-04-21,Connecticut,9,20360,1423
2716,2020-04-21,Delaware,10,2931,82
2717,2020-04-21,District of Columbia,11,3098,112
2718,2020-04-21,Florida,12,27861,866
2719,2020-04-21,Georgia,13,19189,810
2720,2020-04-21,Guam,66,852,6
2721,2020-04-21,Hawaii,15,580,12
2722,2020-04-21,Idaho,16,1659,51
2723,2020-04-21,Illinois,17,33059,1479
2724,2020-04-21,Indiana,18,12097,630
2725,2020-04-21,Iowa,19,3641,83
2726,2020-04-21,Kansas,20,2114,107
2727,2020-04-21,Kentucky,21,3193,172
2728,2020-04-21,Louisiana,22,24854,1405
2729,2020-04-21,Maine,23,888,36
2730,2020-04-21,Maryland,24,14261,652
2731,2020-04-21,Massachusetts,25,41199,1961
2732,2020-04-21,Michigan,26,32935,2698
2733,2020-04-21,Minnesota,27,2567,160
2734,2020-04-21,Mississippi,28,4716,183
2735,2020-04-21,Missouri,29,5941,221
2736,2020-04-21,Montana,30,437,12
2737,2020-04-21,Nebraska,31,1726,38
2738,2020-04-21,Nevada,32,3937,163
2739,2020-04-21,New Hampshire,33,1491,42
2740,2020-04-21,New Jersey,34,92387,4753
2741,2020-04-21,New Mexico,35,2072,65
2742,2020-04-21,New York,36,255932,19040
2743,2020-04-21,North Carolina,37,6951,217
2744,2020-04-21,North Dakota,38,644,13
2745,2020-04-21,Northern Mariana Islands,69,14,2
2746,2020-04-21,Ohio,39,13725,557
2747,2020-04-21,Oklahoma,40,2807,164
2748,2020-04-21,Oregon,41,2002,78
2749,2020-04-21,Pennsylvania,42,35384,1620
2750,2020-04-21,Puerto Rico,72,915,43
2751,2020-04-21,Rhode Island,44,5500,171
2752,2020-04-21,South Carolina,45,4608,135
2753,2020-04-21,South Dakota,46,1755,8
2754,2020-04-21,Tennessee,47,7317,159
2755,2020-04-21,Texas,48,20949,552
2756,2020-04-21,Utah,49,3301,32
2757,2020-04-21,Vermont,50,818,39
2758,2020-04-21,Virgin Islands,78,54,3
2759,2020-04-21,Virginia,51,9629,325
2760,2020-04-21,Washington,53,12345,683
2761,2020-04-21,West Virginia,54,929,26
2762,2020-04-21,Wisconsin,55,4620,243
2763,2020-04-21,Wyoming,56,441,6
2764,2020-04-22,Alabama,1,5610,201
2765,2020-04-22,Alaska,2,333,7
2766,2020-04-22,Arizona,4,5459,236
2767,2020-04-22,Arkansas,5,2392,44
2768,2020-04-22,California,6,37573,1425
2769,2020-04-22,Colorado,8,10878,526
2770,2020-04-22,Connecticut,9,22469,1544
2771,2020-04-22,Delaware,10,3200,89
2772,2020-04-22,District of Columbia,11,3206,127
2773,2020-04-22,Florida,12,28301,926
2774,2020-04-22,Georgia,13,20099,837
2775,2020-04-22,Guam,66,911,6
2776,2020-04-22,Hawaii,15,586,12
2777,2020-04-22,Idaho,16,1688,54
2778,2020-04-22,Illinois,17,35108,1577
2779,2020-04-22,Indiana,18,12438,661
2780,2020-04-22,Iowa,19,3764,90
2781,2020-04-22,Kansas,20,2291,111
2782,2020-04-22,Kentucky,21,3373,185
2783,2020-04-22,Louisiana,22,25258,1473
2784,2020-04-22,Maine,23,907,39
2785,2020-04-22,Maryland,24,14842,698
2786,2020-04-22,Massachusetts,25,42944,2182
2787,2020-04-22,Michigan,26,33929,2812
2788,2020-04-22,Minnesota,27,2721,179
2789,2020-04-22,Mississippi,28,4894,193
2790,2020-04-22,Missouri,29,6137,236
2791,2020-04-22,Montana,30,439,14
2792,2020-04-22,Nebraska,31,1826,43
2793,2020-04-22,Nevada,32,4081,187
2794,2020-04-22,New Hampshire,33,1588,48
2795,2020-04-22,New Jersey,34,95865,5063
2796,2020-04-22,New Mexico,35,2210,71
2797,2020-04-22,New York,36,261591,19647
2798,2020-04-22,North Carolina,37,7220,242
2799,2020-04-22,North Dakota,38,679,14
2800,2020-04-22,Northern Mariana Islands,69,14,2
2801,2020-04-22,Ohio,39,14117,610
2802,2020-04-22,Oklahoma,40,2894,169
2803,2020-04-22,Oregon,41,2059,78
2804,2020-04-22,Pennsylvania,42,36763,1720
2805,2020-04-22,Puerto Rico,72,915,46
2806,2020-04-22,Rhode Island,44,5841,181
2807,2020-04-22,South Carolina,45,4761,140
2808,2020-04-22,South Dakota,46,1858,9
2809,2020-04-22,Tennessee,47,7681,169
2810,2020-04-22,Texas,48,21769,571
2811,2020-04-22,Utah,49,3451,34
2812,2020-04-22,Vermont,50,823,39
2813,2020-04-22,Virgin Islands,78,54,3
2814,2020-04-22,Virginia,51,10265,349
2815,2020-04-22,Washington,53,12539,696
2816,2020-04-22,West Virginia,54,939,29
2817,2020-04-22,Wisconsin,55,4845,247
2818,2020-04-22,Wyoming,56,447,6
2819,2020-04-23,Alabama,1,5832,197
2820,2020-04-23,Alaska,2,335,7
2821,2020-04-23,Arizona,4,5769,257
2822,2020-04-23,Arkansas,5,2599,45
2823,2020-04-23,California,6,39534,1548
2824,2020-04-23,Colorado,8,11262,557
2825,2020-04-23,Connecticut,9,23100,1639
2826,2020-04-23,Delaware,10,3308,92
2827,2020-04-23,District of Columbia,11,3361,139
2828,2020-04-23,Florida,12,29640,986
2829,2020-04-23,Georgia,13,20905,871
2830,2020-04-23,Guam,66,979,6
2831,2020-04-23,Hawaii,15,590,12
2832,2020-04-23,Idaho,16,1721,54
2833,2020-04-23,Illinois,17,36935,1696
2834,2020-04-23,Indiana,18,13039,706
2835,2020-04-23,Iowa,19,3939,96
2836,2020-04-23,Kansas,20,2625,112
2837,2020-04-23,Kentucky,21,3548,194
2838,2020-04-23,Louisiana,22,25739,1540
2839,2020-04-23,Maine,23,937,44
2840,2020-04-23,Maryland,24,15805,748
2841,2020-04-23,Massachusetts,25,46023,2360
2842,2020-04-23,Michigan,26,35252,2977
2843,2020-04-23,Minnesota,27,2942,200
2844,2020-04-23,Mississippi,28,5153,201
2845,2020-04-23,Missouri,29,6321,248
2846,2020-04-23,Montana,30,442,14
2847,2020-04-23,Nebraska,31,2190,47
2848,2020-04-23,Nevada,32,4208,195
2849,2020-04-23,New Hampshire,33,1670,51
2850,2020-04-23,New Jersey,34,99989,5368
2851,2020-04-23,New Mexico,35,2379,78
2852,2020-04-23,New York,36,267932,20212
2853,2020-04-23,North Carolina,37,7608,253
2854,2020-04-23,North Dakota,38,709,15
2855,2020-04-23,Northern Mariana Islands,69,14,2
2856,2020-04-23,Ohio,39,14694,656
2857,2020-04-23,Oklahoma,40,3017,179
2858,2020-04-23,Oregon,41,2127,83
2859,2020-04-23,Pennsylvania,42,38334,1723
2860,2020-04-23,Puerto Rico,72,1230,69
2861,2020-04-23,Rhode Island,44,6256,189
2862,2020-04-23,South Carolina,45,4917,150
2863,2020-04-23,South Dakota,46,1956,9
2864,2020-04-23,Tennessee,47,8169,172
2865,2020-04-23,Texas,48,22706,601
2866,2020-04-23,Utah,49,3621,35
2867,2020-04-23,Vermont,50,825,42
2868,2020-04-23,Virgin Islands,78,54,3
2869,2020-04-23,Virginia,51,10999,375
2870,2020-04-23,Washington,53,12906,717
2871,2020-04-23,West Virginia,54,981,31
2872,2020-04-23,Wisconsin,55,5052,257
2873,2020-04-23,Wyoming,56,453,7
2874,2020-04-24,Alabama,1,6026,209
2875,2020-04-24,Alaska,2,337,7
2876,2020-04-24,Arizona,4,6045,268
2877,2020-04-24,Arkansas,5,2810,47
2878,2020-04-24,California,6,41368,1619
2879,2020-04-24,Colorado,8,12255,672
2880,2020-04-24,Connecticut,9,23921,1764
2881,2020-04-24,Delaware,10,3442,100
2882,2020-04-24,District of Columbia,11,3528,153
2883,2020-04-24,Florida,12,30525,1045
2884,2020-04-24,Georgia,13,21575,889
2885,2020-04-24,Guam,66,997,6
2886,2020-04-24,Hawaii,15,595,13
2887,2020-04-24,Idaho,16,1870,54
2888,2020-04-24,Illinois,17,39658,1804
2889,2020-04-24,Indiana,18,13680,741
2890,2020-04-24,Iowa,19,4459,107
2891,2020-04-24,Kansas,20,2841,117
2892,2020-04-24,Kentucky,21,3779,203
2893,2020-04-24,Louisiana,22,26140,1601
2894,2020-04-24,Maine,23,965,47
2895,2020-04-24,Maryland,24,16693,798
2896,2020-04-24,Massachusetts,25,50969,2556
2897,2020-04-24,Michigan,26,36627,3084
2898,2020-04-24,Minnesota,27,3185,221
2899,2020-04-24,Mississippi,28,5434,209
2900,2020-04-24,Missouri,29,6625,267
2901,2020-04-24,Montana,30,444,14
2902,2020-04-24,Nebraska,31,2474,51
2903,2020-04-24,Nevada,32,4398,203
2904,2020-04-24,New Hampshire,33,1720,53
2905,2020-04-24,New Jersey,34,102196,5617
2906,2020-04-24,New Mexico,35,2524,84
2907,2020-04-24,New York,36,276218,20759
2908,2020-04-24,North Carolina,37,8052,270
2909,2020-04-24,North Dakota,38,748,15
2910,2020-04-24,Northern Mariana Islands,69,14,2
2911,2020-04-24,Ohio,39,15169,690
2912,2020-04-24,Oklahoma,40,3120,188
2913,2020-04-24,Oregon,41,2177,86
2914,2020-04-24,Pennsylvania,42,40298,1786
2915,2020-04-24,Puerto Rico,72,1276,77
2916,2020-04-24,Rhode Island,44,6699,202
2917,2020-04-24,South Carolina,45,5070,157
2918,2020-04-24,South Dakota,46,2040,10
2919,2020-04-24,Tennessee,47,8618,172
2920,2020-04-24,Texas,48,23650,625
2921,2020-04-24,Utah,49,3782,39
2922,2020-04-24,Vermont,50,827,43
2923,2020-04-24,Virgin Islands,78,54,3
2924,2020-04-24,Virginia,51,11595,413
2925,2020-04-24,Washington,53,13120,731
2926,2020-04-24,West Virginia,54,1010,32
2927,2020-04-24,Wisconsin,55,5356,262
2928,2020-04-24,Wyoming,56,473,7
2929,2020-04-25,Alabama,1,6213,213
2930,2020-04-25,Alaska,2,337,7
2931,2020-04-25,Arizona,4,6280,275
2932,2020-04-25,Arkansas,5,2909,48
2933,2020-04-25,California,6,42590,1692
2934,2020-04-25,Colorado,8,12967,670
2935,2020-04-25,Connecticut,9,24582,1862
2936,2020-04-25,Delaware,10,3576,112
2937,2020-04-25,District of Columbia,11,3699,165
2938,2020-04-25,Florida,12,30831,1054
2939,2020-04-25,Georgia,13,22225,897
2940,2020-04-25,Guam,66,997,6
2941,2020-04-25,Hawaii,15,597,14
2942,2020-04-25,Idaho,16,1887,56
2943,2020-04-25,Illinois,17,41777,1884
2944,2020-04-25,Indiana,18,14395,785
2945,2020-04-25,Iowa,19,5109,112
2946,2020-04-25,Kansas,20,3090,119
2947,2020-04-25,Kentucky,21,3905,208
2948,2020-04-25,Louisiana,22,26512,1644
2949,2020-04-25,Maine,23,990,50
2950,2020-04-25,Maryland,24,17844,875
2951,2020-04-25,Massachusetts,25,53348,2730
2952,2020-04-25,Michigan,26,37184,3273
2953,2020-04-25,Minnesota,27,3446,244
2954,2020-04-25,Mississippi,28,5718,221
2955,2020-04-25,Missouri,29,6826,280
2956,2020-04-25,Montana,30,445,14
2957,2020-04-25,Nebraska,31,2898,53
2958,2020-04-25,Nevada,32,4539,206
2959,2020-04-25,New Hampshire,33,1793,60
2960,2020-04-25,New Jersey,34,105523,5863
2961,2020-04-25,New Mexico,35,2662,93
2962,2020-04-25,New York,36,286901,21326
2963,2020-04-25,North Carolina,37,8542,300
2964,2020-04-25,North Dakota,38,803,16
2965,2020-04-25,Northern Mariana Islands,69,14,2
2966,2020-04-25,Ohio,39,15587,711
2967,2020-04-25,Oklahoma,40,3193,194
2968,2020-04-25,Oregon,41,2253,87
2969,2020-04-25,Pennsylvania,42,41626,1842
2970,2020-04-25,Puerto Rico,72,1307,83
2971,2020-04-25,Rhode Island,44,7129,215
2972,2020-04-25,South Carolina,45,5253,166
2973,2020-04-25,South Dakota,46,2147,10
2974,2020-04-25,Tennessee,47,8918,179
2975,2020-04-25,Texas,48,24494,662
2976,2020-04-25,Utah,49,3950,41
2977,2020-04-25,Vermont,50,843,45
2978,2020-04-25,Virgin Islands,78,55,3
2979,2020-04-25,Virginia,51,12365,436
2980,2020-04-25,Washington,53,13484,743
2981,2020-04-25,West Virginia,54,1025,33
2982,2020-04-25,Wisconsin,55,5687,266
2983,2020-04-25,Wyoming,56,473,7
2984,2020-04-26,Alabama,1,6421,219
2985,2020-04-26,Alaska,2,339,7
2986,2020-04-26,Arizona,4,6526,277
2987,2020-04-26,Arkansas,5,3001,50
2988,2020-04-26,California,6,43691,1716
2989,2020-04-26,Colorado,8,13440,678
2990,2020-04-26,Connecticut,9,25269,1925
2991,2020-04-26,Delaware,10,4034,120
2992,2020-04-26,District of Columbia,11,3841,178
2993,2020-04-26,Florida,12,31520,1073
2994,2020-04-26,Georgia,13,22459,907
2995,2020-04-26,Guam,66,997,6
2996,2020-04-26,Hawaii,15,599,14
2997,2020-04-26,Idaho,16,1897,56
2998,2020-04-26,Illinois,17,43903,1943
2999,2020-04-26,Indiana,18,15012,813
3000,2020-04-26,Iowa,19,5490,118
3001,2020-04-26,Kansas,20,3197,120
3002,2020-04-26,Kentucky,21,4074,211
3003,2020-04-26,Louisiana,22,26773,1670
3004,2020-04-26,Maine,23,1015,50
3005,2020-04-26,Maryland,24,18664,910
3006,2020-04-26,Massachusetts,25,54938,2899
3007,2020-04-26,Michigan,26,37751,3314
3008,2020-04-26,Minnesota,27,3602,272
3009,2020-04-26,Mississippi,28,5911,227
3010,2020-04-26,Missouri,29,6997,282
3011,2020-04-26,Montana,30,448,14
3012,2020-04-26,Nebraska,31,3126,55
3013,2020-04-26,Nevada,32,4638,206
3014,2020-04-26,New Hampshire,33,1864,60
3015,2020-04-26,New Jersey,34,109038,5938
3016,2020-04-26,New Mexico,35,2728,99
3017,2020-04-26,New York,36,292914,21804
3018,2020-04-26,North Carolina,37,8830,309
3019,2020-04-26,North Dakota,38,867,17
3020,2020-04-26,Northern Mariana Islands,69,14,2
3021,2020-04-26,Ohio,39,15963,728
3022,2020-04-26,Oklahoma,40,3253,195
3023,2020-04-26,Oregon,41,2311,91
3024,2020-04-26,Pennsylvania,42,42709,1871
3025,2020-04-26,Puerto Rico,72,1371,84
3026,2020-04-26,Rhode Island,44,7439,226
3027,2020-04-26,South Carolina,45,5490,174
3028,2020-04-26,South Dakota,46,2213,11
3029,2020-04-26,Tennessee,47,9435,182
3030,2020-04-26,Texas,48,25209,676
3031,2020-04-26,Utah,49,4123,41
3032,2020-04-26,Vermont,50,851,45
3033,2020-04-26,Virgin Islands,78,57,4
3034,2020-04-26,Virginia,51,12969,448
3035,2020-04-26,Washington,53,13663,757
3036,2020-04-26,West Virginia,54,1053,34
3037,2020-04-26,Wisconsin,55,5911,274
3038,2020-04-26,Wyoming,56,502,7
3039,2020-04-27,Alabama,1,6539,228
3040,2020-04-27,Alaska,2,343,7
3041,2020-04-27,Arizona,4,6716,277
3042,2020-04-27,Arkansas,5,3069,51
3043,2020-04-27,California,6,45208,1800
3044,2020-04-27,Colorado,8,13804,705
3045,2020-04-27,Connecticut,9,25997,2012
3046,2020-04-27,Delaware,10,4162,125
3047,2020-04-27,District of Columbia,11,3892,185
3048,2020-04-27,Florida,12,32130,1087
3049,2020-04-27,Georgia,13,23229,981
3050,2020-04-27,Guam,66,1113,6
3051,2020-04-27,Hawaii,15,600,16
3052,2020-04-27,Idaho,16,1917,58
3053,2020-04-27,Illinois,17,45883,1992
3054,2020-04-27,Indiana,18,16137,932
3055,2020-04-27,Iowa,19,5868,127
3056,2020-04-27,Kansas,20,3406,126
3057,2020-04-27,Kentucky,21,4146,216
3058,2020-04-27,Louisiana,22,27068,1697
3059,2020-04-27,Maine,23,1023,51
3060,2020-04-27,Maryland,24,19574,945
3061,2020-04-27,Massachusetts,25,56462,3003
3062,2020-04-27,Michigan,26,38190,3406
3063,2020-04-27,Minnesota,27,3816,286
3064,2020-04-27,Mississippi,28,6094,229
3065,2020-04-27,Missouri,29,7171,296
3066,2020-04-27,Montana,30,449,14
3067,2020-04-27,Nebraska,31,3487,55
3068,2020-04-27,Nevada,32,4708,219
3069,2020-04-27,New Hampshire,33,1938,60
3070,2020-04-27,New Jersey,34,111188,6044
3071,2020-04-27,New Mexico,35,2825,104
3072,2020-04-27,New York,36,296991,22267
3073,2020-04-27,North Carolina,37,9035,331
3074,2020-04-27,North Dakota,38,942,19
3075,2020-04-27,Northern Mariana Islands,69,14,2
3076,2020-04-27,Ohio,39,16325,753
3077,2020-04-27,Oklahoma,40,3280,197
3078,2020-04-27,Oregon,41,2354,92
3079,2020-04-27,Pennsylvania,42,43728,1946
3080,2020-04-27,Puerto Rico,72,1388,84
3081,2020-04-27,Rhode Island,44,7708,233
3082,2020-04-27,South Carolina,45,5613,177
3083,2020-04-27,South Dakota,46,2246,11
3084,2020-04-27,Tennessee,47,9739,184
3085,2020-04-27,Texas,48,25963,699
3086,2020-04-27,Utah,49,4236,41
3087,2020-04-27,Vermont,50,855,46
3088,2020-04-27,Virgin Islands,78,59,4
3089,2020-04-27,Virginia,51,13534,458
3090,2020-04-27,Washington,53,13864,771
3091,2020-04-27,West Virginia,54,1077,37
3092,2020-04-27,Wisconsin,55,6081,281
3093,2020-04-27,Wyoming,56,520,7
3094,2020-04-28,Alabama,1,6750,242
3095,2020-04-28,Alaska,2,349,7
3096,2020-04-28,Arizona,4,6948,297
3097,2020-04-28,Arkansas,5,3127,57
3098,2020-04-28,California,6,46570,1884
3099,2020-04-28,Colorado,8,14239,734
3100,2020-04-28,Connecticut,9,26312,2089
3101,2020-04-28,Delaware,10,4575,137
3102,2020-04-28,District of Columbia,11,3994,190
3103,2020-04-28,Florida,12,32838,1170
3104,2020-04-28,Georgia,13,23607,1022
3105,2020-04-28,Guam,66,1114,6
3106,2020-04-28,Hawaii,15,602,16
3107,2020-04-28,Idaho,16,1952,60
3108,2020-04-28,Illinois,17,48102,2132
3109,2020-04-28,Indiana,18,16783,992
3110,2020-04-28,Iowa,19,6376,136
3111,2020-04-28,Kansas,20,3601,127
3112,2020-04-28,Kentucky,21,4375,231
3113,2020-04-28,Louisiana,22,27286,1758
3114,2020-04-28,Maine,23,1040,51
3115,2020-04-28,Maryland,24,20200,1016
3116,2020-04-28,Massachusetts,25,58302,3153
3117,2020-04-28,Michigan,26,39234,3566
3118,2020-04-28,Minnesota,27,4181,301
3119,2020-04-28,Mississippi,28,6342,239
3120,2020-04-28,Missouri,29,7306,324
3121,2020-04-28,Montana,30,451,15
3122,2020-04-28,Nebraska,31,3613,57
3123,2020-04-28,Nevada,32,4812,225
3124,2020-04-28,New Hampshire,33,2010,60
3125,2020-04-28,New Jersey,34,113856,6442
3126,2020-04-28,New Mexico,35,2975,110
3127,2020-04-28,New York,36,300276,22777
3128,2020-04-28,North Carolina,37,9568,353
3129,2020-04-28,North Dakota,38,991,19
3130,2020-04-28,Northern Mariana Islands,69,14,2
3131,2020-04-28,Ohio,39,16769,799
3132,2020-04-28,Oklahoma,40,3410,207
3133,2020-04-28,Oregon,41,2385,99
3134,2020-04-28,Pennsylvania,42,45323,2092
3135,2020-04-28,Puerto Rico,72,1400,86
3136,2020-04-28,Rhode Island,44,7926,239
3137,2020-04-28,South Carolina,45,5735,192
3138,2020-04-28,South Dakota,46,2314,11
3139,2020-04-28,Tennessee,47,9974,190
3140,2020-04-28,Texas,48,26868,738
3141,2020-04-28,Utah,49,4343,45
3142,2020-04-28,Vermont,50,862,46
3143,2020-04-28,Virgin Islands,78,59,4
3144,2020-04-28,Virginia,51,14338,492
3145,2020-04-28,Washington,53,14059,792
3146,2020-04-28,West Virginia,54,1095,38
3147,2020-04-28,Wisconsin,55,6289,300
3148,2020-04-28,Wyoming,56,536,7
3149,2020-04-29,Alabama,1,6925,262
3150,2020-04-29,Alaska,2,353,7
3151,2020-04-29,Arizona,4,7202,308
3152,2020-04-29,Arkansas,5,3207,59
3153,2020-04-29,California,6,48904,1961
3154,2020-04-29,Colorado,8,14680,764
3155,2020-04-29,Connecticut,9,26767,2168
3156,2020-04-29,Delaware,10,4655,144
3157,2020-04-29,District of Columbia,11,4106,205
3158,2020-04-29,Florida,12,33185,1216
3159,2020-04-29,Georgia,13,24300,1086
3160,2020-04-29,Guam,66,1114,6
3161,2020-04-29,Hawaii,15,605,16
3162,2020-04-29,Idaho,16,1984,60
3163,2020-04-29,Illinois,17,50355,2221
3164,2020-04-29,Indiana,18,17409,1065
3165,2020-04-29,Iowa,19,6843,148
3166,2020-04-29,Kansas,20,3811,132
3167,2020-04-29,Kentucky,21,4538,235
3168,2020-04-29,Louisiana,22,27660,1802
3169,2020-04-29,Maine,23,1056,52
3170,2020-04-29,Maryland,24,20942,1078
3171,2020-04-29,Massachusetts,25,60265,3405
3172,2020-04-29,Michigan,26,40360,3670
3173,2020-04-29,Minnesota,27,4644,319
3174,2020-04-29,Mississippi,28,6569,250
3175,2020-04-29,Missouri,29,7426,331
3176,2020-04-29,Montana,30,451,16
3177,2020-04-29,Nebraska,31,3876,68
3178,2020-04-29,Nevada,32,4934,237
3179,2020-04-29,New Hampshire,33,2054,66
3180,2020-04-29,New Jersey,34,116264,6770
3181,2020-04-29,New Mexico,35,3213,112
3182,2020-04-29,New York,36,304994,23287
3183,2020-04-29,North Carolina,37,9947,366
3184,2020-04-29,North Dakota,38,1033,19
3185,2020-04-29,Northern Mariana Islands,69,14,2
3186,2020-04-29,Ohio,39,17303,937
3187,2020-04-29,Oklahoma,40,3473,214
3188,2020-04-29,Oregon,41,2446,101
3189,2020-04-29,Pennsylvania,42,46191,2392
3190,2020-04-29,Puerto Rico,72,1465,86
3191,2020-04-29,Rhode Island,44,8247,251
3192,2020-04-29,South Carolina,45,5881,232
3193,2020-04-29,South Dakota,46,2375,13
3194,2020-04-29,Tennessee,47,10255,196
3195,2020-04-29,Texas,48,27839,776
3196,2020-04-29,Utah,49,4499,45
3197,2020-04-29,Vermont,50,862,46
3198,2020-04-29,Virgin Islands,78,66,4
3199,2020-04-29,Virginia,51,14961,522
3200,2020-04-29,Washington,53,14378,805
3201,2020-04-29,West Virginia,54,1109,40
3202,2020-04-29,Wisconsin,55,6520,308
3203,2020-04-29,Wyoming,56,544,7
3204,2020-04-30,Alabama,1,7068,272
3205,2020-04-30,Alaska,2,353,7
3206,2020-04-30,Arizona,4,7648,320
3207,2020-04-30,Arkansas,5,3281,61
3208,2020-04-30,California,6,50470,2057
3209,2020-04-30,Colorado,8,15207,775
3210,2020-04-30,Connecticut,9,27700,2257
3211,2020-04-30,Delaware,10,4734,152
3212,2020-04-30,District of Columbia,11,4323,224
3213,2020-04-30,Florida,12,33683,1267
3214,2020-04-30,Georgia,13,25431,1121
3215,2020-04-30,Guam,66,1115,6
3216,2020-04-30,Hawaii,15,609,16
3217,2020-04-30,Idaho,16,2016,63
3218,2020-04-30,Illinois,17,52918,2361
3219,2020-04-30,Indiana,18,18099,1114
3220,2020-04-30,Iowa,19,7145,162
3221,2020-04-30,Kansas,20,4305,133
3222,2020-04-30,Kentucky,21,4708,240
3223,2020-04-30,Louisiana,22,28001,1862
3224,2020-04-30,Maine,23,1095,53
3225,2020-04-30,Maryland,24,21825,1139
3226,2020-04-30,Massachusetts,25,62205,3562
3227,2020-04-30,Michigan,26,41347,3788
3228,2020-04-30,Minnesota,27,5136,343
